time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-6.37244128972923e-07,1.6526627805232267e-05,10.007346253891242,0.003896850072624858,6.867079458405811e-05,0.0,-3.5041274509539176e-05,0.0010067485599875698,0.24485353178238276,0.020457867182690177,-0.0043112551370062275,0.0,481.5749206791305,481.2487927351781,479.15118200450314,480.7035811927947
0.12000000000000001,-7.410216608518952e-06,0.00015477699885721027,10.022905379024731,0.005426878176876038,0.0012514632691269512,0.0,-0.0002879383827651545,0.0037482623210865033,0.2737765082398662,0.013113960999791412,0.0076954655295087245,0.0,412.6028935989826,413.661377647163,414.8057022121422,414.16035971872435
0.18,-0.0001901077961797137,0.0005108122616168918,10.045169434882276,0.006296442930738166,0.03347822486619556,0.0,-0.009470460879034106,0.008217343904968052,0.4682547747036884,0.015285482030681304,0.06824681497833136,0.0,464.4245170849003,469.14943240398037,465.21488506156453,465.38473568035784
0.23999999999999996,-0.001551171343115902,0.001153777884034179,10.078699497827062,0.007416092742380975,0.03789513104159692,0.0,-0.0364075581380079,0.013337390952785825,0.6493090164339614,0.019159157107283026,0.060714549622465024,0.0,463.04675315053794,462.4569406784928,461.7066347766978,462.0120076660253
0.3,-0.004632989658838821,0.0021447747583457797,10.12322496522175,0.01140680093458979,0.041879311075686765,0.0,-0.06676603026248387,0.020174844023691657,0.8347330782077761,-0.0005443449211276034,0.06602553393927996,0.0,463.2317590390078,463.6517926401892,465.05079710252653,463.5050047149941
0.36000000000000004,-0.009527469863055723,0.0035949569501947244,10.176456990954268,0.01215551392836467,0.04606454298756013,0.0,-0.09681678343469458,0.028231477794364006,0.9395660382786675,0.008013001316860535,0.05950679706504913,0.0,440.303740159267,439.7672059433944,438.3668105346538,439.0771861424303
0.4200000000000001,-0.016309114053228692,0.005561540740946976,10.235958226103332,0.017739274169801256,0.049825506920864626,0.0,-0.1296164565163225,0.037868641962906395,1.043691128535451,0.03158790257207548,0.0632367103783741,0.0,439.43577834950315,439.7474918010888,438.20384000870456,440.1589131848812
0.48000000000000015,-0.025131350906002832,0.008204474766756419,10.30133424259272,0.019923175857417874,0.05723700467643145,0.0,-0.1651815863664594,0.050454091964447244,1.135377357639246,0.02438146827564268,0.08290531396643872,0.0,434.2911139980222,435.9413821809258,436.6008690473539,435.9995462726476
0.5400000000000001,-0.036284673807097455,0.011705855955015524,10.373071054840358,0.03209839450448726,0.06284164274621684,0.0,-0.20718869073518995,0.06757222135761556,1.2556532283578072,-0.012692206470957425,0.07292532868823748,0.0,445.06336984915544,444.25097648728166,446.97061718894156,443.93926684702234
0.6000000000000002,-0.049942591492698224,0.01639479416280572,10.449833873523144,0.03783493812461991,0.07001945999922654,0.0,-0.2487335650109997,0.08929010422481133,1.3029863707686986,-0.0418424173424773,0.0901019116951002,0.0,421.9866563604616,423.47193965233737,422.6428105338493,420.12301827827747
0.6600000000000003,-0.06642458465134762,0.022561122056140297,10.531990884106484,0.03536939049539356,0.0791981673533213,0.0,-0.3016613916269206,0.11597994646710742,1.4353510288224702,-0.040427256864505955,0.06759054949113061,0.0,450.30052844500284,448.4814887090447,449.61503031160544,449.7287694361166
0.7200000000000003,-0.08625062146233446,0.030270031130635287,10.621897868890088,0.03313978307565879,0.08488102728644709,0.0,-0.35978393054255864,0.1407458409367821,1.5613346830943158,-0.04662387521082216,0.08041623890133875,0.0,448.78999594606944,449.8336447186782,446.9927866626804,446.486585808063
0.7800000000000004,-0.10968919371517963,0.03943369854167866,10.719359030885585,0.03566694110232671,0.09110446776240622,0.0,-0.42213566725222673,0.16494282338702024,1.6871154108536304,-0.022518121838298256,0.09222559860303971,0.0,448.11750435063203,449.0821255830431,447.31951465505,449.27731919513394
0.8400000000000004,-0.1369051595960872,0.05005904782765753,10.823296138229512,0.03656776973554621,0.09696965923626966,0.0,-0.4856518550292633,0.18930239393254783,1.7772451455995641,-0.007235757047942561,0.0846031934171107,0.0,438.0437140747339,437.4163026565958,437.16379679922494,438.43531353531773
0.9000000000000005,-0.16826170123279222,0.06223338661192959,10.934648834484006,0.03612275126233122,0.10506334710571785,0.0,-0.5604613450803291,0.21644695889770668,1.934146829772392,-0.008803411261294221,0.06433597274688048,0.0,459.1338575055439,457.5278441597887,459.86660503866386,459.7425377629843
0.9600000000000005,-0.20414741324881522,0.0759791763669566,11.054122137036341,0.03563112061950946,0.11247441699658545,0.0,-0.6364638740755573,0.24168134828535848,2.047995671593381,-0.007589095947654916,0.08381283224281076,0.0,446.0476603443513,447.63917471917046,446.15633744436883,446.2555837308544
1.0200000000000005,-0.24518662433373406,0.09137515548908448,11.18415856722915,0.03848714497383465,0.12069762068017642,0.0,-0.7324952062263224,0.2718215299030415,2.285936123567969,0.011181044118080654,0.06299672914273392,0.0,485.5887442980568,484.0289593675486,483.61276242288204,485.02445049690823
1.0800000000000005,-0.2919420274930793,0.10856418722640425,11.326463839023834,0.03921218240310953,0.12709794239632455,0.0,-0.8267225734269901,0.30120558138618736,2.4570846939882194,0.012799013503706148,0.044022743975554765,0.0,467.0203298150159,465.54015558490096,465.82042352224005,465.9467955673038
1.1400000000000006,-0.34457821393301324,0.12756527574475293,11.479743784446052,0.041237989363846594,0.1305895594386648,0.0,-0.9281644269341458,0.3323635132254993,2.6517084345781385,0.023943366456544005,0.05299455085149108,0.0,472.3144127994455,473.00701444538737,475.07544661041527,475.9290608048601
